jra_race_id,netkeiba_race_id,race_date,course,race_no,mapping_status,mapping_note
202402031001,202410010701,2024-02-03,kokura,1,mapped,calendar course=kokura meeting=1 day=7
202402031002,202410010702,2024-02-03,kokura,2,mapped,calendar course=kokura meeting=1 day=7
202402031003,202410010703,2024-02-03,kokura,3,mapped,calendar course=kokura meeting=1 day=7
202402031004,202410010704,2024-02-03,kokura,4,mapped,calendar course=kokura meeting=1 day=7
202402031005,202410010705,2024-02-03,kokura,5,mapped,calendar course=kokura meeting=1 day=7
202402031006,202410010706,2024-02-03,kokura,6,mapped,calendar course=kokura meeting=1 day=7
202402031007,202410010707,2024-02-03,kokura,7,mapped,calendar course=kokura meeting=1 day=7
202402031008,202410010708,2024-02-03,kokura,8,mapped,calendar course=kokura meeting=1 day=7
202402031009,202410010709,2024-02-03,kokura,9,mapped,calendar course=kokura meeting=1 day=7
202402031010,202410010710,2024-02-03,kokura,10,mapped,calendar course=kokura meeting=1 day=7
202402031011,202410010711,2024-02-03,kokura,11,mapped,calendar course=kokura meeting=1 day=7
202402031012,202410010712,2024-02-03,kokura,12,mapped,calendar course=kokura meeting=1 day=7
202402030801,202408020301,2024-02-03,kyoto,1,mapped,calendar course=kyoto meeting=2 day=3
202402030802,202408020302,2024-02-03,kyoto,2,mapped,calendar course=kyoto meeting=2 day=3
202402030803,202408020303,2024-02-03,kyoto,3,mapped,calendar course=kyoto meeting=2 day=3
202402030804,202408020304,2024-02-03,kyoto,4,mapped,calendar course=kyoto meeting=2 day=3
202402030805,202408020305,2024-02-03,kyoto,5,mapped,calendar course=kyoto meeting=2 day=3
202402030806,202408020306,2024-02-03,kyoto,6,mapped,calendar course=kyoto meeting=2 day=3
202402030807,202408020307,2024-02-03,kyoto,7,mapped,calendar course=kyoto meeting=2 day=3
202402030808,202408020308,2024-02-03,kyoto,8,mapped,calendar course=kyoto meeting=2 day=3
202402030809,202408020309,2024-02-03,kyoto,9,mapped,calendar course=kyoto meeting=2 day=3
202402030810,202408020310,2024-02-03,kyoto,10,mapped,calendar course=kyoto meeting=2 day=3
202402030811,202408020311,2024-02-03,kyoto,11,mapped,calendar course=kyoto meeting=2 day=3
202402030812,202408020312,2024-02-03,kyoto,12,mapped,calendar course=kyoto meeting=2 day=3
202402030501,202405010301,2024-02-03,tokyo,1,mapped,calendar course=tokyo meeting=1 day=3
202402030502,202405010302,2024-02-03,tokyo,2,mapped,calendar course=tokyo meeting=1 day=3
202402030503,202405010303,2024-02-03,tokyo,3,mapped,calendar course=tokyo meeting=1 day=3
202402030504,202405010304,2024-02-03,tokyo,4,mapped,calendar course=tokyo meeting=1 day=3
202402030505,202405010305,2024-02-03,tokyo,5,mapped,calendar course=tokyo meeting=1 day=3
202402030506,202405010306,2024-02-03,tokyo,6,mapped,calendar course=tokyo meeting=1 day=3
202402030507,202405010307,2024-02-03,tokyo,7,mapped,calendar course=tokyo meeting=1 day=3
202402030508,202405010308,2024-02-03,tokyo,8,mapped,calendar course=tokyo meeting=1 day=3
202402030509,202405010309,2024-02-03,tokyo,9,mapped,calendar course=tokyo meeting=1 day=3
202402030510,202405010310,2024-02-03,tokyo,10,mapped,calendar course=tokyo meeting=1 day=3
202402030511,202405010311,2024-02-03,tokyo,11,mapped,calendar course=tokyo meeting=1 day=3
202402030512,202405010312,2024-02-03,tokyo,12,mapped,calendar course=tokyo meeting=1 day=3
202402041001,202410010801,2024-02-04,kokura,1,mapped,calendar course=kokura meeting=1 day=8
202402041002,202410010802,2024-02-04,kokura,2,mapped,calendar course=kokura meeting=1 day=8
202402041003,202410010803,2024-02-04,kokura,3,mapped,calendar course=kokura meeting=1 day=8
202402041004,202410010804,2024-02-04,kokura,4,mapped,calendar course=kokura meeting=1 day=8
202402041005,202410010805,2024-02-04,kokura,5,mapped,calendar course=kokura meeting=1 day=8
202402041006,202410010806,2024-02-04,kokura,6,mapped,calendar course=kokura meeting=1 day=8
202402041007,202410010807,2024-02-04,kokura,7,mapped,calendar course=kokura meeting=1 day=8
202402041008,202410010808,2024-02-04,kokura,8,mapped,calendar course=kokura meeting=1 day=8
202402041009,202410010809,2024-02-04,kokura,9,mapped,calendar course=kokura meeting=1 day=8
202402041010,202410010810,2024-02-04,kokura,10,mapped,calendar course=kokura meeting=1 day=8
202402041011,202410010811,2024-02-04,kokura,11,mapped,calendar course=kokura meeting=1 day=8
