jra_race_id,netkeiba_race_id,race_date,course,race_no,mapping_status,mapping_note
202404060301,202403010101,2024-04-06,fukushima,1,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060302,202403010102,2024-04-06,fukushima,2,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060303,202403010103,2024-04-06,fukushima,3,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060304,202403010104,2024-04-06,fukushima,4,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060305,202403010105,2024-04-06,fukushima,5,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060306,202403010106,2024-04-06,fukushima,6,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060307,202403010107,2024-04-06,fukushima,7,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060308,202403010108,2024-04-06,fukushima,8,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060309,202403010109,2024-04-06,fukushima,9,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060310,202403010110,2024-04-06,fukushima,10,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060311,202403010111,2024-04-06,fukushima,11,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060312,202403010112,2024-04-06,fukushima,12,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404060901,202409020501,2024-04-06,hanshin,1,mapped,calendar course=hanshin meeting=2 day=5
202404060902,202409020502,2024-04-06,hanshin,2,mapped,calendar course=hanshin meeting=2 day=5
202404060903,202409020503,2024-04-06,hanshin,3,mapped,calendar course=hanshin meeting=2 day=5
202404060904,202409020504,2024-04-06,hanshin,4,mapped,calendar course=hanshin meeting=2 day=5
202404060905,202409020505,2024-04-06,hanshin,5,mapped,calendar course=hanshin meeting=2 day=5
202404060906,202409020506,2024-04-06,hanshin,6,mapped,calendar course=hanshin meeting=2 day=5
202404060907,202409020507,2024-04-06,hanshin,7,mapped,calendar course=hanshin meeting=2 day=5
202404060908,202409020508,2024-04-06,hanshin,8,mapped,calendar course=hanshin meeting=2 day=5
202404060909,202409020509,2024-04-06,hanshin,9,mapped,calendar course=hanshin meeting=2 day=5
202404060910,202409020510,2024-04-06,hanshin,10,mapped,calendar course=hanshin meeting=2 day=5
202404060911,202409020511,2024-04-06,hanshin,11,mapped,calendar course=hanshin meeting=2 day=5
202404060912,202409020512,2024-04-06,hanshin,12,mapped,calendar course=hanshin meeting=2 day=5
202404060601,202406030501,2024-04-06,nakayama,1,mapped,calendar course=nakayama meeting=3 day=5
202404060602,202406030502,2024-04-06,nakayama,2,mapped,calendar course=nakayama meeting=3 day=5
202404060603,202406030503,2024-04-06,nakayama,3,mapped,calendar course=nakayama meeting=3 day=5
202404060604,202406030504,2024-04-06,nakayama,4,mapped,calendar course=nakayama meeting=3 day=5
202404060605,202406030505,2024-04-06,nakayama,5,mapped,calendar course=nakayama meeting=3 day=5
202404060606,202406030506,2024-04-06,nakayama,6,mapped,calendar course=nakayama meeting=3 day=5
202404060607,202406030507,2024-04-06,nakayama,7,mapped,calendar course=nakayama meeting=3 day=5
202404060608,202406030508,2024-04-06,nakayama,8,mapped,calendar course=nakayama meeting=3 day=5
202404060609,202406030509,2024-04-06,nakayama,9,mapped,calendar course=nakayama meeting=3 day=5
202404060610,202406030510,2024-04-06,nakayama,10,mapped,calendar course=nakayama meeting=3 day=5
202404060611,202406030511,2024-04-06,nakayama,11,mapped,calendar course=nakayama meeting=3 day=5
202404060612,202406030512,2024-04-06,nakayama,12,mapped,calendar course=nakayama meeting=3 day=5
202404070301,202403010201,2024-04-07,fukushima,1,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070302,202403010202,2024-04-07,fukushima,2,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070303,202403010203,2024-04-07,fukushima,3,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070304,202403010204,2024-04-07,fukushima,4,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070305,202403010205,2024-04-07,fukushima,5,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070306,202403010206,2024-04-07,fukushima,6,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070307,202403010207,2024-04-07,fukushima,7,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070308,202403010208,2024-04-07,fukushima,8,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070309,202403010209,2024-04-07,fukushima,9,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070310,202403010210,2024-04-07,fukushima,10,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070311,202403010211,2024-04-07,fukushima,11,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070312,202403010212,2024-04-07,fukushima,12,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404070901,202409020601,2024-04-07,hanshin,1,mapped,calendar course=hanshin meeting=2 day=6
202404070902,202409020602,2024-04-07,hanshin,2,mapped,calendar course=hanshin meeting=2 day=6
202404070903,202409020603,2024-04-07,hanshin,3,mapped,calendar course=hanshin meeting=2 day=6
202404070904,202409020604,2024-04-07,hanshin,4,mapped,calendar course=hanshin meeting=2 day=6
202404070905,202409020605,2024-04-07,hanshin,5,mapped,calendar course=hanshin meeting=2 day=6
202404070906,202409020606,2024-04-07,hanshin,6,mapped,calendar course=hanshin meeting=2 day=6
202404070907,202409020607,2024-04-07,hanshin,7,mapped,calendar course=hanshin meeting=2 day=6
202404070908,202409020608,2024-04-07,hanshin,8,mapped,calendar course=hanshin meeting=2 day=6
202404070909,202409020609,2024-04-07,hanshin,9,mapped,calendar course=hanshin meeting=2 day=6
202404070910,202409020610,2024-04-07,hanshin,10,mapped,calendar course=hanshin meeting=2 day=6
202404070911,202409020611,2024-04-07,hanshin,11,mapped,calendar course=hanshin meeting=2 day=6
202404070912,202409020612,2024-04-07,hanshin,12,mapped,calendar course=hanshin meeting=2 day=6
202404070601,202406030601,2024-04-07,nakayama,1,mapped,calendar course=nakayama meeting=3 day=6
202404070602,202406030602,2024-04-07,nakayama,2,mapped,calendar course=nakayama meeting=3 day=6
202404070603,202406030603,2024-04-07,nakayama,3,mapped,calendar course=nakayama meeting=3 day=6
202404070604,202406030604,2024-04-07,nakayama,4,mapped,calendar course=nakayama meeting=3 day=6
202404070605,202406030605,2024-04-07,nakayama,5,mapped,calendar course=nakayama meeting=3 day=6
202404070606,202406030606,2024-04-07,nakayama,6,mapped,calendar course=nakayama meeting=3 day=6
202404070607,202406030607,2024-04-07,nakayama,7,mapped,calendar course=nakayama meeting=3 day=6
202404070608,202406030608,2024-04-07,nakayama,8,mapped,calendar course=nakayama meeting=3 day=6
202404070609,202406030609,2024-04-07,nakayama,9,mapped,calendar course=nakayama meeting=3 day=6
202404070610,202406030610,2024-04-07,nakayama,10,mapped,calendar course=nakayama meeting=3 day=6
202404070611,202406030611,2024-04-07,nakayama,11,mapped,calendar course=nakayama meeting=3 day=6
202404070612,202406030612,2024-04-07,nakayama,12,mapped,calendar course=nakayama meeting=3 day=6
202404130301,202403010301,2024-04-13,fukushima,1,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404130302,202403010302,2024-04-13,fukushima,2,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404130303,202403010303,2024-04-13,fukushima,3,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404130304,202403010304,2024-04-13,fukushima,4,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404130305,202403010305,2024-04-13,fukushima,5,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404130306,202403010306,2024-04-13,fukushima,6,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404130307,202403010307,2024-04-13,fukushima,7,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
202404130308,202403010308,2024-04-13,fukushima,8,mapped_estimated,estimated with meeting_no=1 because no meeting calendar CSV was provided
