jra_race_id,netkeiba_race_id,race_date,course,race_no,mapping_status,mapping_note
202401201001,202410010301,2024-01-20,kokura,1,mapped,calendar course=kokura meeting=1 day=3
202401201002,202410010302,2024-01-20,kokura,2,mapped,calendar course=kokura meeting=1 day=3
202401201003,202410010303,2024-01-20,kokura,3,mapped,calendar course=kokura meeting=1 day=3
202401201004,202410010304,2024-01-20,kokura,4,mapped,calendar course=kokura meeting=1 day=3
202401201005,202410010305,2024-01-20,kokura,5,mapped,calendar course=kokura meeting=1 day=3
202401201006,202410010306,2024-01-20,kokura,6,mapped,calendar course=kokura meeting=1 day=3
202401201007,202410010307,2024-01-20,kokura,7,mapped,calendar course=kokura meeting=1 day=3
202401201008,202410010308,2024-01-20,kokura,8,mapped,calendar course=kokura meeting=1 day=3
202401201009,202410010309,2024-01-20,kokura,9,mapped,calendar course=kokura meeting=1 day=3
202401201010,202410010310,2024-01-20,kokura,10,mapped,calendar course=kokura meeting=1 day=3
202401201011,202410010311,2024-01-20,kokura,11,mapped,calendar course=kokura meeting=1 day=3
202401201012,202410010312,2024-01-20,kokura,12,mapped,calendar course=kokura meeting=1 day=3
202401200801,202408010601,2024-01-20,kyoto,1,mapped,calendar course=kyoto meeting=1 day=6
202401200802,202408010602,2024-01-20,kyoto,2,mapped,calendar course=kyoto meeting=1 day=6
202401200803,202408010603,2024-01-20,kyoto,3,mapped,calendar course=kyoto meeting=1 day=6
202401200804,202408010604,2024-01-20,kyoto,4,mapped,calendar course=kyoto meeting=1 day=6
202401200805,202408010605,2024-01-20,kyoto,5,mapped,calendar course=kyoto meeting=1 day=6
202401200806,202408010606,2024-01-20,kyoto,6,mapped,calendar course=kyoto meeting=1 day=6
202401200807,202408010607,2024-01-20,kyoto,7,mapped,calendar course=kyoto meeting=1 day=6
202401200808,202408010608,2024-01-20,kyoto,8,mapped,calendar course=kyoto meeting=1 day=6
202401200809,202408010609,2024-01-20,kyoto,9,mapped,calendar course=kyoto meeting=1 day=6
