jra_race_id,netkeiba_race_id,race_date,course,race_no,mapping_status,mapping_note
202405040801,202408030501,2024-05-04,kyoto,1,mapped,calendar course=kyoto meeting=3 day=5
202405040802,202408030502,2024-05-04,kyoto,2,mapped,calendar course=kyoto meeting=3 day=5
202405040803,202408030503,2024-05-04,kyoto,3,mapped,calendar course=kyoto meeting=3 day=5
202405040804,202408030504,2024-05-04,kyoto,4,mapped,calendar course=kyoto meeting=3 day=5
202405040805,202408030505,2024-05-04,kyoto,5,mapped,calendar course=kyoto meeting=3 day=5
202405040806,202408030506,2024-05-04,kyoto,6,mapped,calendar course=kyoto meeting=3 day=5
202405040807,202408030507,2024-05-04,kyoto,7,mapped,calendar course=kyoto meeting=3 day=5
202405040808,202408030508,2024-05-04,kyoto,8,mapped,calendar course=kyoto meeting=3 day=5
202405040809,202408030509,2024-05-04,kyoto,9,mapped,calendar course=kyoto meeting=3 day=5
202405040810,202408030510,2024-05-04,kyoto,10,mapped,calendar course=kyoto meeting=3 day=5
202405040811,202408030511,2024-05-04,kyoto,11,mapped,calendar course=kyoto meeting=3 day=5
202405040812,202408030512,2024-05-04,kyoto,12,mapped,calendar course=kyoto meeting=3 day=5
202405040401,202404010301,2024-05-04,niigata,1,mapped,calendar course=niigata meeting=1 day=3
202405040402,202404010302,2024-05-04,niigata,2,mapped,calendar course=niigata meeting=1 day=3
202405040403,202404010303,2024-05-04,niigata,3,mapped,calendar course=niigata meeting=1 day=3
202405040404,202404010304,2024-05-04,niigata,4,mapped,calendar course=niigata meeting=1 day=3
202405040405,202404010305,2024-05-04,niigata,5,mapped,calendar course=niigata meeting=1 day=3
202405040406,202404010306,2024-05-04,niigata,6,mapped,calendar course=niigata meeting=1 day=3
202405040407,202404010307,2024-05-04,niigata,7,mapped,calendar course=niigata meeting=1 day=3
202405040408,202404010308,2024-05-04,niigata,8,mapped,calendar course=niigata meeting=1 day=3
202405040409,202404010309,2024-05-04,niigata,9,mapped,calendar course=niigata meeting=1 day=3
202405040410,202404010310,2024-05-04,niigata,10,mapped,calendar course=niigata meeting=1 day=3
202405040411,202404010311,2024-05-04,niigata,11,mapped,calendar course=niigata meeting=1 day=3
202405040412,202404010312,2024-05-04,niigata,12,mapped,calendar course=niigata meeting=1 day=3
202405040501,202405020501,2024-05-04,tokyo,1,mapped,calendar course=tokyo meeting=2 day=5
202405040502,202405020502,2024-05-04,tokyo,2,mapped,calendar course=tokyo meeting=2 day=5
202405040503,202405020503,2024-05-04,tokyo,3,mapped,calendar course=tokyo meeting=2 day=5
202405040504,202405020504,2024-05-04,tokyo,4,mapped,calendar course=tokyo meeting=2 day=5
202405040505,202405020505,2024-05-04,tokyo,5,mapped,calendar course=tokyo meeting=2 day=5
202405040506,202405020506,2024-05-04,tokyo,6,mapped,calendar course=tokyo meeting=2 day=5
202405040507,202405020507,2024-05-04,tokyo,7,mapped,calendar course=tokyo meeting=2 day=5
202405040508,202405020508,2024-05-04,tokyo,8,mapped,calendar course=tokyo meeting=2 day=5
202405040509,202405020509,2024-05-04,tokyo,9,mapped,calendar course=tokyo meeting=2 day=5
202405040510,202405020510,2024-05-04,tokyo,10,mapped,calendar course=tokyo meeting=2 day=5
202405040511,202405020511,2024-05-04,tokyo,11,mapped,calendar course=tokyo meeting=2 day=5
202405040512,202405020512,2024-05-04,tokyo,12,mapped,calendar course=tokyo meeting=2 day=5
202405050801,202408030601,2024-05-05,kyoto,1,mapped,calendar course=kyoto meeting=3 day=6
202405050802,202408030602,2024-05-05,kyoto,2,mapped,calendar course=kyoto meeting=3 day=6
202405050803,202408030603,2024-05-05,kyoto,3,mapped,calendar course=kyoto meeting=3 day=6
202405050804,202408030604,2024-05-05,kyoto,4,mapped,calendar course=kyoto meeting=3 day=6
202405050805,202408030605,2024-05-05,kyoto,5,mapped,calendar course=kyoto meeting=3 day=6
202405050806,202408030606,2024-05-05,kyoto,6,mapped,calendar course=kyoto meeting=3 day=6
202405050807,202408030607,2024-05-05,kyoto,7,mapped,calendar course=kyoto meeting=3 day=6
202405050808,202408030608,2024-05-05,kyoto,8,mapped,calendar course=kyoto meeting=3 day=6
202405050809,202408030609,2024-05-05,kyoto,9,mapped,calendar course=kyoto meeting=3 day=6
202405050810,202408030610,2024-05-05,kyoto,10,mapped,calendar course=kyoto meeting=3 day=6
202405050811,202408030611,2024-05-05,kyoto,11,mapped,calendar course=kyoto meeting=3 day=6
202405050812,202408030612,2024-05-05,kyoto,12,mapped,calendar course=kyoto meeting=3 day=6
202405050401,202404010401,2024-05-05,niigata,1,mapped,calendar course=niigata meeting=1 day=4
202405050402,202404010402,2024-05-05,niigata,2,mapped,calendar course=niigata meeting=1 day=4
202405050403,202404010403,2024-05-05,niigata,3,mapped,calendar course=niigata meeting=1 day=4
202405050404,202404010404,2024-05-05,niigata,4,mapped,calendar course=niigata meeting=1 day=4
202405050405,202404010405,2024-05-05,niigata,5,mapped,calendar course=niigata meeting=1 day=4
202405050406,202404010406,2024-05-05,niigata,6,mapped,calendar course=niigata meeting=1 day=4
202405050407,202404010407,2024-05-05,niigata,7,mapped,calendar course=niigata meeting=1 day=4
202405050408,202404010408,2024-05-05,niigata,8,mapped,calendar course=niigata meeting=1 day=4
202405050409,202404010409,2024-05-05,niigata,9,mapped,calendar course=niigata meeting=1 day=4
202405050410,202404010410,2024-05-05,niigata,10,mapped,calendar course=niigata meeting=1 day=4
202405050411,202404010411,2024-05-05,niigata,11,mapped,calendar course=niigata meeting=1 day=4
202405050412,202404010412,2024-05-05,niigata,12,mapped,calendar course=niigata meeting=1 day=4
202405050501,202405020601,2024-05-05,tokyo,1,mapped,calendar course=tokyo meeting=2 day=6
202405050502,202405020602,2024-05-05,tokyo,2,mapped,calendar course=tokyo meeting=2 day=6
202405050503,202405020603,2024-05-05,tokyo,3,mapped,calendar course=tokyo meeting=2 day=6
202405050504,202405020604,2024-05-05,tokyo,4,mapped,calendar course=tokyo meeting=2 day=6
202405050505,202405020605,2024-05-05,tokyo,5,mapped,calendar course=tokyo meeting=2 day=6
202405050506,202405020606,2024-05-05,tokyo,6,mapped,calendar course=tokyo meeting=2 day=6
202405050507,202405020607,2024-05-05,tokyo,7,mapped,calendar course=tokyo meeting=2 day=6
202405050508,202405020608,2024-05-05,tokyo,8,mapped,calendar course=tokyo meeting=2 day=6
202405050509,202405020609,2024-05-05,tokyo,9,mapped,calendar course=tokyo meeting=2 day=6
202405050510,202405020610,2024-05-05,tokyo,10,mapped,calendar course=tokyo meeting=2 day=6
202405050511,202405020611,2024-05-05,tokyo,11,mapped,calendar course=tokyo meeting=2 day=6
202405050512,202405020612,2024-05-05,tokyo,12,mapped,calendar course=tokyo meeting=2 day=6
202405110801,202408030701,2024-05-11,kyoto,1,mapped,calendar course=kyoto meeting=3 day=7
202405110802,202408030702,2024-05-11,kyoto,2,mapped,calendar course=kyoto meeting=3 day=7
202405110803,202408030703,2024-05-11,kyoto,3,mapped,calendar course=kyoto meeting=3 day=7
202405110804,202408030704,2024-05-11,kyoto,4,mapped,calendar course=kyoto meeting=3 day=7
202405110805,202408030705,2024-05-11,kyoto,5,mapped,calendar course=kyoto meeting=3 day=7
202405110806,202408030706,2024-05-11,kyoto,6,mapped,calendar course=kyoto meeting=3 day=7
202405110807,202408030707,2024-05-11,kyoto,7,mapped,calendar course=kyoto meeting=3 day=7
202405110808,202408030708,2024-05-11,kyoto,8,mapped,calendar course=kyoto meeting=3 day=7
202405110809,202408030709,2024-05-11,kyoto,9,mapped,calendar course=kyoto meeting=3 day=7
202405110810,202408030710,2024-05-11,kyoto,10,mapped,calendar course=kyoto meeting=3 day=7
202405110811,202408030711,2024-05-11,kyoto,11,mapped,calendar course=kyoto meeting=3 day=7
202405110812,202408030712,2024-05-11,kyoto,12,mapped,calendar course=kyoto meeting=3 day=7
202405110401,202404010501,2024-05-11,niigata,1,mapped,calendar course=niigata meeting=1 day=5
202405110402,202404010502,2024-05-11,niigata,2,mapped,calendar course=niigata meeting=1 day=5
202405110403,202404010503,2024-05-11,niigata,3,mapped,calendar course=niigata meeting=1 day=5
202405110404,202404010504,2024-05-11,niigata,4,mapped,calendar course=niigata meeting=1 day=5
202405110405,202404010505,2024-05-11,niigata,5,mapped,calendar course=niigata meeting=1 day=5
202405110406,202404010506,2024-05-11,niigata,6,mapped,calendar course=niigata meeting=1 day=5
202405110407,202404010507,2024-05-11,niigata,7,mapped,calendar course=niigata meeting=1 day=5
202405110408,202404010508,2024-05-11,niigata,8,mapped,calendar course=niigata meeting=1 day=5
202405110409,202404010509,2024-05-11,niigata,9,mapped,calendar course=niigata meeting=1 day=5
202405110410,202404010510,2024-05-11,niigata,10,mapped,calendar course=niigata meeting=1 day=5
202405110411,202404010511,2024-05-11,niigata,11,mapped,calendar course=niigata meeting=1 day=5
202405110412,202404010512,2024-05-11,niigata,12,mapped,calendar course=niigata meeting=1 day=5
202405110501,202405020701,2024-05-11,tokyo,1,mapped,calendar course=tokyo meeting=2 day=7
202405110502,202405020702,2024-05-11,tokyo,2,mapped,calendar course=tokyo meeting=2 day=7
202405110503,202405020703,2024-05-11,tokyo,3,mapped,calendar course=tokyo meeting=2 day=7
202405110504,202405020704,2024-05-11,tokyo,4,mapped,calendar course=tokyo meeting=2 day=7
202405110505,202405020705,2024-05-11,tokyo,5,mapped,calendar course=tokyo meeting=2 day=7
202405110506,202405020706,2024-05-11,tokyo,6,mapped,calendar course=tokyo meeting=2 day=7
202405110507,202405020707,2024-05-11,tokyo,7,mapped,calendar course=tokyo meeting=2 day=7
202405110508,202405020708,2024-05-11,tokyo,8,mapped,calendar course=tokyo meeting=2 day=7
202405110509,202405020709,2024-05-11,tokyo,9,mapped,calendar course=tokyo meeting=2 day=7
202405110510,202405020710,2024-05-11,tokyo,10,mapped,calendar course=tokyo meeting=2 day=7
202405110511,202405020711,2024-05-11,tokyo,11,mapped,calendar course=tokyo meeting=2 day=7
202405110512,202405020712,2024-05-11,tokyo,12,mapped,calendar course=tokyo meeting=2 day=7
202405120801,202408030801,2024-05-12,kyoto,1,mapped,calendar course=kyoto meeting=3 day=8
202405120802,202408030802,2024-05-12,kyoto,2,mapped,calendar course=kyoto meeting=3 day=8
202405120803,202408030803,2024-05-12,kyoto,3,mapped,calendar course=kyoto meeting=3 day=8
202405120804,202408030804,2024-05-12,kyoto,4,mapped,calendar course=kyoto meeting=3 day=8
202405120805,202408030805,2024-05-12,kyoto,5,mapped,calendar course=kyoto meeting=3 day=8
202405120806,202408030806,2024-05-12,kyoto,6,mapped,calendar course=kyoto meeting=3 day=8
202405120807,202408030807,2024-05-12,kyoto,7,mapped,calendar course=kyoto meeting=3 day=8
202405120808,202408030808,2024-05-12,kyoto,8,mapped,calendar course=kyoto meeting=3 day=8
202405120809,202408030809,2024-05-12,kyoto,9,mapped,calendar course=kyoto meeting=3 day=8
202405120810,202408030810,2024-05-12,kyoto,10,mapped,calendar course=kyoto meeting=3 day=8
202405120811,202408030811,2024-05-12,kyoto,11,mapped,calendar course=kyoto meeting=3 day=8
202405120812,202408030812,2024-05-12,kyoto,12,mapped,calendar course=kyoto meeting=3 day=8
202405120401,202404010601,2024-05-12,niigata,1,mapped,calendar course=niigata meeting=1 day=6
202405120402,202404010602,2024-05-12,niigata,2,mapped,calendar course=niigata meeting=1 day=6
202405120403,202404010603,2024-05-12,niigata,3,mapped,calendar course=niigata meeting=1 day=6
202405120404,202404010604,2024-05-12,niigata,4,mapped,calendar course=niigata meeting=1 day=6
202405120405,202404010605,2024-05-12,niigata,5,mapped,calendar course=niigata meeting=1 day=6
202405120406,202404010606,2024-05-12,niigata,6,mapped,calendar course=niigata meeting=1 day=6
202405120407,202404010607,2024-05-12,niigata,7,mapped,calendar course=niigata meeting=1 day=6
202405120408,202404010608,2024-05-12,niigata,8,mapped,calendar course=niigata meeting=1 day=6
202405120409,202404010609,2024-05-12,niigata,9,mapped,calendar course=niigata meeting=1 day=6
202405120410,202404010610,2024-05-12,niigata,10,mapped,calendar course=niigata meeting=1 day=6
202405120411,202404010611,2024-05-12,niigata,11,mapped,calendar course=niigata meeting=1 day=6
202405120412,202404010612,2024-05-12,niigata,12,mapped,calendar course=niigata meeting=1 day=6
202405120501,202405020801,2024-05-12,tokyo,1,mapped,calendar course=tokyo meeting=2 day=8
202405120502,202405020802,2024-05-12,tokyo,2,mapped,calendar course=tokyo meeting=2 day=8
202405120503,202405020803,2024-05-12,tokyo,3,mapped,calendar course=tokyo meeting=2 day=8
202405120504,202405020804,2024-05-12,tokyo,4,mapped,calendar course=tokyo meeting=2 day=8
202405120505,202405020805,2024-05-12,tokyo,5,mapped,calendar course=tokyo meeting=2 day=8
202405120506,202405020806,2024-05-12,tokyo,6,mapped,calendar course=tokyo meeting=2 day=8
202405120507,202405020807,2024-05-12,tokyo,7,mapped,calendar course=tokyo meeting=2 day=8
202405120508,202405020808,2024-05-12,tokyo,8,mapped,calendar course=tokyo meeting=2 day=8
202405120509,202405020809,2024-05-12,tokyo,9,mapped,calendar course=tokyo meeting=2 day=8
202405120510,202405020810,2024-05-12,tokyo,10,mapped,calendar course=tokyo meeting=2 day=8
202405120511,202405020811,2024-05-12,tokyo,11,mapped,calendar course=tokyo meeting=2 day=8
202405120512,202405020812,2024-05-12,tokyo,12,mapped,calendar course=tokyo meeting=2 day=8
202405180801,202408030901,2024-05-18,kyoto,1,mapped,calendar course=kyoto meeting=3 day=9
202405180802,202408030902,2024-05-18,kyoto,2,mapped,calendar course=kyoto meeting=3 day=9
202405180803,202408030903,2024-05-18,kyoto,3,mapped,calendar course=kyoto meeting=3 day=9
202405180804,202408030904,2024-05-18,kyoto,4,mapped,calendar course=kyoto meeting=3 day=9
202405180805,202408030905,2024-05-18,kyoto,5,mapped,calendar course=kyoto meeting=3 day=9
202405180806,202408030906,2024-05-18,kyoto,6,mapped,calendar course=kyoto meeting=3 day=9
202405180807,202408030907,2024-05-18,kyoto,7,mapped,calendar course=kyoto meeting=3 day=9
202405180808,202408030908,2024-05-18,kyoto,8,mapped,calendar course=kyoto meeting=3 day=9
202405180809,202408030909,2024-05-18,kyoto,9,mapped,calendar course=kyoto meeting=3 day=9
202405180810,202408030910,2024-05-18,kyoto,10,mapped,calendar course=kyoto meeting=3 day=9
202405180811,202408030911,2024-05-18,kyoto,11,mapped,calendar course=kyoto meeting=3 day=9
202405180812,202408030912,2024-05-18,kyoto,12,mapped,calendar course=kyoto meeting=3 day=9
202405180401,202404010701,2024-05-18,niigata,1,mapped,calendar course=niigata meeting=1 day=7
202405180402,202404010702,2024-05-18,niigata,2,mapped,calendar course=niigata meeting=1 day=7
202405180403,202404010703,2024-05-18,niigata,3,mapped,calendar course=niigata meeting=1 day=7
202405180404,202404010704,2024-05-18,niigata,4,mapped,calendar course=niigata meeting=1 day=7
202405180405,202404010705,2024-05-18,niigata,5,mapped,calendar course=niigata meeting=1 day=7
202405180406,202404010706,2024-05-18,niigata,6,mapped,calendar course=niigata meeting=1 day=7
202405180407,202404010707,2024-05-18,niigata,7,mapped,calendar course=niigata meeting=1 day=7
202405180408,202404010708,2024-05-18,niigata,8,mapped,calendar course=niigata meeting=1 day=7
202405180409,202404010709,2024-05-18,niigata,9,mapped,calendar course=niigata meeting=1 day=7
202405180410,202404010710,2024-05-18,niigata,10,mapped,calendar course=niigata meeting=1 day=7
202405180411,202404010711,2024-05-18,niigata,11,mapped,calendar course=niigata meeting=1 day=7
202405180412,202404010712,2024-05-18,niigata,12,mapped,calendar course=niigata meeting=1 day=7
202405180501,202405020901,2024-05-18,tokyo,1,mapped,calendar course=tokyo meeting=2 day=9
202405180502,202405020902,2024-05-18,tokyo,2,mapped,calendar course=tokyo meeting=2 day=9
202405180503,202405020903,2024-05-18,tokyo,3,mapped,calendar course=tokyo meeting=2 day=9
202405180504,202405020904,2024-05-18,tokyo,4,mapped,calendar course=tokyo meeting=2 day=9
202405180505,202405020905,2024-05-18,tokyo,5,mapped,calendar course=tokyo meeting=2 day=9
202405180506,202405020906,2024-05-18,tokyo,6,mapped,calendar course=tokyo meeting=2 day=9
202405180507,202405020907,2024-05-18,tokyo,7,mapped,calendar course=tokyo meeting=2 day=9
202405180508,202405020908,2024-05-18,tokyo,8,mapped,calendar course=tokyo meeting=2 day=9
202405180509,202405020909,2024-05-18,tokyo,9,mapped,calendar course=tokyo meeting=2 day=9
202405180510,202405020910,2024-05-18,tokyo,10,mapped,calendar course=tokyo meeting=2 day=9
202405180511,202405020911,2024-05-18,tokyo,11,mapped,calendar course=tokyo meeting=2 day=9
202405180512,202405020912,2024-05-18,tokyo,12,mapped,calendar course=tokyo meeting=2 day=9
202405190801,202408031001,2024-05-19,kyoto,1,mapped,calendar course=kyoto meeting=3 day=10
202405190802,202408031002,2024-05-19,kyoto,2,mapped,calendar course=kyoto meeting=3 day=10
202405190803,202408031003,2024-05-19,kyoto,3,mapped,calendar course=kyoto meeting=3 day=10
202405190804,202408031004,2024-05-19,kyoto,4,mapped,calendar course=kyoto meeting=3 day=10
202405190805,202408031005,2024-05-19,kyoto,5,mapped,calendar course=kyoto meeting=3 day=10
